,Parameter Name,Site_keys,LU,ppm
141,TSP - combined,[ 39.757891 -75.546034],"{'Commercial and Services': 0.11, 'Residential': 0.6, 'Other urban or built-up land': 0.19, 'Transportation, communications and services': 0.1}",0.0006966670000000001
142,TSP - combined,[ 39.812335 -75.455196],"{'Commercial and Services': 0.16, 'Residential': 0.27, 'Industrial': 0.15, 'Transportation, communications and services': 0.41, 'Transitional areas': 0.01}",0.0005732140000000001
143,TSP - combined,[ 26.083143 -80.237586],"{'Commercial and Services': 0.99, 'Cropland and pasture': 0.01}",0.000577778
144,TSP - combined,[ 30.344118 -81.661508],"{'Commercial and Services': 0.21, 'Residential': 0.61, 'Other urban or built-up land': 0.18}",0.00021964299999999997
145,TSP - combined,[ 27.719475 -82.432594],"{'Residential': 0.74, 'Forested wetland': 0.09, 'Cropland and pasture': 0.1, 'Other agricultural land': 0.07}",0.000133898
146,TSP - combined,[ 27.920578 -82.446206],"{'Residential': 0.1437908496732026, 'Bays and estuaries': 0.5490196078431373, 'Transportation, communications and services': 0.20261437908496732, 'Industrial': 0.10457516339869281}",0.00032500000000000004
147,TSP - combined,[ 27.88669  -82.481206],"{'Commercial and Services': 0.05, 'Residential': 0.53, 'Bays and estuaries': 0.42}",0.009936786
148,TSP - combined,[ 27.894469 -82.400927],"{'Other agricultural land': 0.28, 'Forested wetland': 0.53, 'Herbaceous Rangeland': 0.19}",0.008831970000000001
149,TSP - combined,[ 27.955856 -82.371482],"{'Streams and canals': 0.17, 'Industrial and commercial complexes': 0.46, 'Cropland and pasture': 0.11, 'Transportation, communications and services': 0.2, 'Transitional areas': 0.06}",0.009496296000000001
150,TSP - combined,[ 27.864192 -82.384259],"{'Residential': 0.03, 'Streams and canals': 0.2, 'Industrial': 0.42, 'Herbaceous Rangeland': 0.35}",0.016983265
151,TSP - combined,[ 27.762806 -82.400927],"{'Residential': 0.37, 'Industrial': 0.1, 'Cropland and pasture': 0.52, 'Evergreen forest land': 0.01}",0.000457143
152,TSP - combined,[ 27.792805 -82.368148],"{'Commercial and Services': 0.16, 'Cropland and pasture': 0.63, 'Evergreen forest land': 0.21}",0.010150000000000001
153,TSP - combined,[ 27.947799 -82.457039],{'Commercial and Services': 1.0},0.009405660000000001
154,TSP - combined,[ 27.928356 -82.454539],"{'Commercial and Services': 0.08854166666666667, 'Residential': 0.390625, 'Bays and estuaries': 0.5208333333333334}",0.010519239
155,TSP - combined,[ 27.952244 -82.403427],"{'Industrial and commercial complexes': 0.41, 'Transitional areas': 0.59}",0.00042807
156,TSP - combined,[ 28.019188 -82.121753],"{'Commercial and Services': 0.59, 'Residential': 0.41}",0.009574945999999999
157,TSP - combined,[ 25.899539 -80.38259 ],"{'Commercial and Services': 0.0196078431372549, 'Cropland and pasture': 0.6862745098039216, 'Transportation, communications and services': 0.27450980392156865, 'Herbaceous Rangeland': 0.0196078431372549}",0.011609678
158,TSP - combined,[ 25.808709 -80.301995],"{'Commercial and Services': 0.0759493670886076, 'Residential': 0.2911392405063291, 'Transportation, communications and services': 0.6329113924050633}",0.011614695000000001
159,TSP - combined,[ 25.924539 -80.448388],"{'Commercial and Services': 0.12280701754385964, 'Herbaceous Rangeland': 0.7982456140350878, 'Nonforested wetland': 0.07894736842105263}",0.028931736
160,TSP - combined,[ 25.709823 -80.29394 ],"{'Commercial and Services': 0.11055276381909548, 'Residential': 0.3869346733668342, 'Transportation, communications and services': 0.5025125628140703}",0.011960713999999999
161,TSP - combined,[ 25.794222 -80.215556],"{'Commercial and Services': 0.46411483253588515, 'Residential': 0.014354066985645933, 'Industrial': 0.009569377990430622, 'Transportation, communications and services': 0.5119617224880383}",0.020077925
162,TSP - combined,[ 25.833986 -80.241993],"{'Commercial and Services': 0.055, 'Residential': 0.445, 'Transportation, communications and services': 0.5}",0.007989989
163,TSP - combined,[ 25.79732  -80.132268],"{'Commercial and Services': 0.9, 'Residential': 0.07, 'Transportation, communications and services': 0.03}",0.015006692000000002
164,TSP - combined,[ 25.865652 -80.278383],"{'Commercial and Services': 0.06103286384976526, 'Residential': 0.4694835680751174, 'Transportation, communications and services': 0.4694835680751174}",0.0016028169999999999
165,TSP - combined,[ 25.629826 -80.342275],"{'Deciduous forest land': 0.05, 'Commercial and Services': 0.13, 'Residential': 0.17, 'Other urban or built-up land': 0.36, 'Cropland and pasture': 0.04, 'Transportation, communications and services': 0.25}",0.012710512
166,TSP - combined,[ 25.471944 -80.482778],{'Residential': 1.0},0.018207555
167,TSP - combined,[ 25.932593 -80.162824],"{'Commercial and Services': 0.09, 'Residential': 0.91}",0.017000885
168,TSP - combined,[ 27.784749 -82.659265],"{'Commercial and Services': 0.05555555555555555, 'Residential': 0.7222222222222222, 'Other urban or built-up land': 0.17592592592592593, 'Transportation, communications and services': 0.046296296296296294}",0.000235
169,TSP - combined,[ 27.785866 -82.739875],"{'Commercial and Services': 0.3925233644859813, 'Residential': 0.6074766355140186}",8e-05
170,TSP - combined,[ 27.8928   -82.791492],"{'Residential': 0.8620689655172413, 'Orchards, groves, vineyards, nurseries..': 0.13793103448275862}",0.014043474000000002
171,TSP - combined,[ 33.752625 -84.383325],"{'Commercial and Services': 0.48, 'Transportation, communications and services': 0.52}",0.000145556
172,TSP - combined,[ 32.483543 -84.980977],"{'Commercial and Services': 0.38, 'Residential': 0.56, 'Mixed urban or built-up land': 0.06}",0.00016916700000000002
173,TSP - combined,[ 39.93449  -91.402372],"{'Commercial and Services': 0.9, 'Residential': 0.1}",0.012121000000000002
174,TSP - combined,[ 41.328369 -89.295088],"{'Residential': 0.34, 'Industrial': 0.34, 'Deciduous forest land': 0.24, 'Cropland and pasture': 0.08}",0.00037866700000000007
175,TSP - combined,[ 40.085309 -88.24116 ],"{'Commercial and Services': 0.4, 'Cropland and pasture': 0.49, 'Orchards, groves, vineyards, nurseries..': 0.11}",0.00021
176,TSP - combined,[ 41.955865 -87.669223],"{'Commercial and Services': 0.1, 'Residential': 0.9}",0.00031
177,TSP - combined,[ 41.689756 -87.635604],"{'Commercial and Services': 0.014778325123152709, 'Residential': 0.49261083743842365, 'Transportation, communications and services': 0.49261083743842365}",0.000270833
178,TSP - combined,[ 41.904477 -87.637275],"{'Commercial and Services': 0.75, 'Residential': 0.25}",0.000466667
179,TSP - combined,[ 41.746701 -87.650606],"{'Commercial and Services': 0.0196078431372549, 'Residential': 0.49019607843137253, 'Transportation, communications and services': 0.49019607843137253}",0.000279167
180,TSP - combined,[ 41.738091 -87.573103],"{'Commercial and Services': 0.61, 'Residential': 0.29, 'Transportation, communications and services': 0.1}",0.000314167
181,TSP - combined,[ 41.652813 -87.602546],"{'Commercial and Services': 0.12, 'Residential': 0.18, 'Deciduous forest land': 0.2, 'Transportation, communications and services': 0.5}",0.0017541669999999998
182,TSP - combined,[ 41.780032 -87.776444],"{'Commercial and Services': 0.12663755458515283, 'Residential': 0.4366812227074236, 'Transportation, communications and services': 0.4366812227074236}",0.0005241670000000001
183,TSP - combined,[ 41.687165 -87.539315],"{'Commercial and Services': 0.2, 'Residential': 0.44, 'Industrial': 0.22, 'Cropland and pasture': 0.14}",0.0005218180000000001
184,TSP - combined,[ 41.915865 -87.699778],"{'Commercial and Services': 0.06976744186046512, 'Residential': 0.46511627906976744, 'Transportation, communications and services': 0.46511627906976744}",0.00026000000000000003
185,TSP - combined,[ 41.716702 -87.55949 ],"{'Commercial and Services': 0.25, 'Residential': 0.6, 'Industrial': 0.15}",0.000381
186,TSP - combined,[ 41.697813 -87.531711],{'Residential': 1.0},0.00047272700000000015
187,TSP - combined,[ 41.755832 -87.54535 ],"{'Commercial and Services': 0.04, 'Bays and estuaries': 0.23, 'Other urban or built-up land': 0.72, 'Industrial': 0.01}",0.0008158330000000001
188,TSP - combined,[ 41.894477 -87.62033 ],"{'Commercial and Services': 0.9, 'Bays and estuaries': 0.04, 'Transportation, communications and services': 0.06}",0.00038500000000000003
189,TSP - combined,[ 41.698924 -87.561989],"{'Residential': 0.4, 'Industrial': 0.53, 'Nonforested wetland': 0.04, 'Strip mines, quarries and gravel pits': 0.03}",0.000255
190,TSP - combined,[ 41.907811 -87.644221],"{'Commercial and Services': 0.57, 'Residential': 0.29, 'Industrial': 0.14}",0.00013000000000000002
191,TSP - combined,[ 41.545034 -87.694491],"{'Commercial and Services': 0.3, 'Residential': 0.21, 'Other urban or built-up land': 0.37, 'Transitional areas': 0.12}",0.000465833
192,TSP - combined,[ 41.942808 -87.868952],"{'Commercial and Services': 0.2019704433497537, 'Residential': 0.3054187192118227, 'Transportation, communications and services': 0.49261083743842365}",0.000345
193,TSP - combined,[ 41.888365 -87.798392],"{'Commercial and Services': 0.4444444444444444, 'Residential': 0.07246376811594203, 'Transportation, communications and services': 0.4830917874396135}",0.00028000000000000003
194,TSP - combined,[ 41.605312 -87.649213],"{'Commercial and Services': 0.02, 'Residential': 0.48, 'Transportation, communications and services': 0.5}",0.000692667
195,TSP - combined,[ 41.868087 -87.899784],"{'Commercial and Services': 0.35, 'Residential': 0.045, 'Other urban or built-up land': 0.105, 'Transportation, communications and services': 0.5}",0.000421667
196,TSP - combined,[ 41.615038 -87.71556 ],"{'Commercial and Services': 0.22, 'Deciduous forest land': 0.06, 'Cropland and pasture': 0.29, 'Residential': 0.43}",0.0006455
197,TSP - combined,[ 41.662109 -87.696467],"{'Commercial and Services': 0.305, 'Residential': 0.12, 'Cropland and pasture': 0.04, 'Transportation, communications and services': 0.5, 'Strip mines, quarries and gravel pits': 0.035}",0.00038
198,TSP - combined,[ 41.648921 -87.856998],"{'Commercial and Services': 0.35, 'Deciduous forest land': 0.57, 'Other urban or built-up land': 0.08}",8.4286e-05
199,TSP - combined,[ 41.519479 -87.682824],"{'Commercial and Services': 0.16, 'Residential': 0.24, 'Industrial': 0.26, 'Other urban or built-up land': 0.34}",0.000252
200,TSP - combined,[ 41.892809 -87.814226],"{'Commercial and Services': 0.085, 'Residential': 0.415, 'Transportation, communications and services': 0.5}",0.014665667
201,TSP - combined,[ 41.605868 -87.542543],"{'Other urban or built-up land': 0.77, 'Residential': 0.21, 'Deciduous forest land': 0.02}",0.000211429
202,TSP - combined,[ 41.775589 -87.751998],"{'Residential': 0.18, 'Industrial': 0.27, 'Transportation, communications and services': 0.55}",0.000562667
203,TSP - combined,[ 41.782766 -87.805377],"{'Commercial and Services': 0.3253012048192771, 'Residential': 0.27309236947791166, 'Transportation, communications and services': 0.40160642570281124}",0.000551167
204,TSP - combined,[ 41.514757 -87.645044],"{'Commercial and Services': 0.64, 'Residential': 0.36}",0.000467533
205,TSP - combined,[ 41.859754 -87.750334],"{'Residential': 0.495, 'Industrial': 0.005, 'Transportation, communications and services': 0.5}",0.000385334
206,TSP - combined,[ 41.955584 -88.137572],"{'Strip mines, quarries and gravel pits': 0.42, 'Cropland and pasture': 0.16, 'Transitional areas': 0.42}",0.0005335
207,TSP - combined,[ 42.002532 -87.669779],"{'Commercial and Services': 0.7428571428571429, 'Residential': 0.2571428571428571}",0.0007692329999999999
208,TSP - combined,[ 42.081694 -87.982849],"{'Commercial and Services': 0.2805755395683453, 'Residential': 0.7194244604316546}",0.021234766000000002
209,TSP - combined,[ 42.022253 -87.750894],"{'Commercial and Services': 0.64, 'Residential': 0.36}",0.000532
210,TSP - combined,[ 42.074472 -87.806175],"{'Commercial and Services': 0.49, 'Residential': 0.51}",0.001036428
211,TSP - combined,[ 42.047807 -87.798119],"{'Commercial and Services': 0.51, 'Residential': 0.49}",0.000452667
212,TSP - combined,[ 42.042529 -87.838397],"{'Commercial and Services': 0.6592592592592592, 'Residential': 0.32592592592592595, 'Other urban or built-up land': 0.014814814814814815}",0.000560818
213,TSP - combined,[ 42.060029 -87.752561],"{'Commercial and Services': 0.19, 'Residential': 0.37, 'Industrial': 0.39, 'Transportation, communications and services': 0.05}",0.00029562500000000004
214,TSP - combined,[ 42.078085 -87.702838],"{'Commercial and Services': 0.46, 'Residential': 0.54}",3.5e-06
215,TSP - combined,[ 42.101417 -87.748673],"{'Commercial and Services': 0.63, 'Residential': 0.31, 'Other urban or built-up land': 0.06}",0.000290818
216,TSP - combined,[ 42.02114  -87.907566],"{'Commercial and Services': 0.02, 'Residential': 0.29, 'Industrial': 0.69}",0.000335834
217,TSP - combined,[ 42.044474 -87.685892],"{'Commercial and Services': 0.62, 'Residential': 0.38}",0.018198451000000004
218,TSP - combined,[ 42.095026 -88.105908],{'Residential': 1.0},0.0005217830000000001
219,TSP - combined,[ 39.019209 -87.697804],{'Cropland and pasture': 1.0},0.00037730399999999996
220,TSP - combined,[ 41.965862 -88.785089],{'Cropland and pasture': 1.0},0.000249167
221,TSP - combined,[ 41.932529 -87.994511],"{'Commercial and Services': 0.68, 'Residential': 0.32}",0.011310714000000001
222,TSP - combined,[ 41.95753  -87.938955],"{'Commercial and Services': 0.35, 'Residential': 0.56, 'Industrial': 0.09}",0.000329167
223,TSP - combined,[ 41.751975 -87.98395 ],"{'Commercial and Services': 0.07, 'Residential': 0.6, 'Other urban or built-up land': 0.18, 'Transitional areas': 0.15}",0.000305
224,TSP - combined,[ 41.901419 -87.938953],"{'Commercial and Services': 0.3548387096774194, 'Residential': 0.6451612903225806}",0.00028000000000000003
225,TSP - combined,[ 41.886139 -88.204516],"{'Commercial and Services': 0.6310679611650486, 'Residential': 0.36893203883495146}",0.011507238
226,TSP - combined,[ 41.863918 -88.104235],"{'Commercial and Services': 0.63, 'Residential': 0.37}",0.000271778
227,TSP - combined,[ 41.77253  -88.150623],"{'Commercial and Services': 0.79, 'Residential': 0.19, 'Deciduous forest land': 0.02}",0.000430566
228,TSP - combined,[ 41.914472 -88.241185],"{'Cropland and pasture': 0.5555555555555556, 'Industrial': 0.06111111111111111, 'Other urban or built-up land': 0.011111111111111112, 'Transportation, communications and services': 0.37222222222222223}",0.012086338999999998
229,TSP - combined,[ 39.116153 -88.540049],"{'Commercial and Services': 0.075, 'Residential': 0.425, 'Cropland and pasture': 0.5}",0.000338833
230,TSP - combined,[ 37.727273 -89.218139],"{'Commercial and Services': 0.205, 'Residential': 0.29, 'Industrial': 0.005, 'Cropland and pasture': 0.5}",0.020989685
231,TSP - combined,[ 38.322827 -88.914232],"{'Commercial and Services': 0.125, 'Cropland and pasture': 0.5, 'Other urban or built-up land': 0.075, 'Reservoirs': 0.09, 'Residential': 0.21}",0.012072222
232,TSP - combined,[ 42.415286 -90.428461],"{'Commercial and Services': 0.18877551020408162, 'Residential': 0.3010204081632653, 'Cropland and pasture': 0.5102040816326531}",0.012704917999999999
233,TSP - combined,[ 42.039193 -88.284801],"{'Commercial and Services': 0.95, 'Residential': 0.05}",0.000298214
234,TSP - combined,[ 42.05697 -88.26869],"{'Commercial and Services': 0.2537313432835821, 'Residential': 0.746268656716418}",0.000221
235,TSP - combined,[ 41.14031  -87.854764],"{'Commercial and Services': 0.04, 'Residential': 0.75, 'Industrial': 0.2, 'Cropland and pasture': 0.01}",0.000336712
236,TSP - combined,[ 40.946149 -90.370684],"{'Commercial and Services': 0.95, 'Residential': 0.03, 'Other urban or built-up land': 0.01, 'Transportation, communications and services': 0.01}",0.000629057
237,TSP - combined,[ 41.346145 -88.83591 ],"{'Commercial and Services': 0.41, 'Residential': 0.35, 'Reservoirs': 0.24}",0.024183286
238,TSP - combined,[ 42.374466 -87.883406],"{'Commercial and Services': 0.3, 'Residential': 0.7}",0.013691803
239,TSP - combined,[ 42.386706 -87.841406],"{'Commercial and Services': 0.51, 'Residential': 0.49}",0.014632458999999999
240,TSP - combined,[ 42.27419  -87.847014],"{'Residential': 0.94, 'Cropland and pasture': 0.06}",0.011381667
241,TSP - combined,[ 42.363633 -87.838682],"{'Commercial and Services': 0.35658914728682173, 'Residential': 0.4186046511627907, 'Other urban or built-up land': 0.2248062015503876}",0.013659
242,TSP - combined,[ 42.273912 -88.195639],"{'Commercial and Services': 0.23, 'Residential': 0.54, 'Cropland and pasture': 0.12, 'Lakes': 0.11}",0.011134426
243,TSP - combined,[ 39.859481 -88.924799],"{'Commercial and Services': 0.195, 'Residential': 0.27, 'Cropland and pasture': 0.5, 'Transportation, communications and services': 0.035}",0.00045463000000000003
244,TSP - combined,[ 39.863093 -88.948411],"{'Commercial and Services': 0.0825242718446602, 'Residential': 0.3883495145631068, 'Other urban or built-up land': 0.043689320388349516, 'Cropland and pasture': 0.4854368932038835}",0.001046667
245,TSP - combined,[ 39.82587  -88.944799],"{'Reservoirs': 0.265, 'Other urban or built-up land': 0.105, 'Cropland and pasture': 0.5, 'Residential': 0.13}",0.000469107
246,TSP - combined,[ 39.876148 -88.935356],"{'Commercial and Services': 0.5, 'Cropland and pasture': 0.5}",0.013420339000000002
247,TSP - combined,[ 38.670327 -89.988992],"{'Commercial and Services': 0.57, 'Residential': 0.43}",0.000322787
248,TSP - combined,[ 38.890881 -90.18511 ],"{'Industrial': 0.33, 'Reservoirs': 0.24, 'Commercial and Services': 0.17, 'Residential': 0.07, 'Streams and canals': 0.03, 'Other urban or built-up land': 0.16}",0.00040569
249,TSP - combined,[ 38.901437 -90.147331],"{'Commercial and Services': 0.2753623188405797, 'Residential': 0.7246376811594203}",0.00046016899999999996
250,TSP - combined,[ 38.695328 -90.139553],{'Industrial': 1.0},0.000274464
251,TSP - combined,[ 38.694438 -90.153954],"{'Commercial and Services': 0.07, 'Mixed urban or built-up land': 0.31, 'Industrial': 0.59, 'Residential': 0.03}",0.00041384
252,TSP - combined,[ 38.710883 -90.165109],"{'Commercial and Services': 0.07, 'Residential': 0.67, 'Cropland and pasture': 0.26}",0.00016
253,TSP - combined,[ 38.692828 -90.127052],"{'Industrial': 0.63, 'Cropland and pasture': 0.01, 'Nonforested wetland': 0.36}",0.013744179
254,TSP - combined,[ 38.722828 -90.117608],"{'Commercial and Services': 0.09401709401709402, 'Residential': 0.7521367521367521, 'Other urban or built-up land': 0.017094017094017096, 'Mixed urban or built-up land': 0.13675213675213677}",0.00031704899999999997
255,TSP - combined,[ 38.700606 -90.122052],"{'Commercial and Services': 0.03, 'Residential': 0.4, 'Industrial': 0.57}",0.012038197000000002
256,TSP - combined,[ 38.70255  -90.150942],"{'Commercial and Services': 0.7, 'Mixed urban or built-up land': 0.04, 'Industrial': 0.17, 'Residential': 0.09}",0.00031339000000000003
257,TSP - combined,[ 38.704534 -90.139675],"{'Commercial and Services': 0.15, 'Residential': 0.79, 'Industrial': 0.06}",0.013467705000000002
258,TSP - combined,[ 38.703106 -90.118164],"{'Commercial and Services': 0.15, 'Residential': 0.43, 'Industrial': 0.18, 'Cropland and pasture': 0.24}",0.00024065599999999998
259,TSP - combined,[ 38.793341 -90.039762],"{'Mixed urban or built-up land': 0.18699186991869918, 'Cropland and pasture': 0.8130081300813008}",0.013122950999999999
260,TSP - combined,[ 38.816716 -90.202054],"{'Cropland and pasture': 0.93, 'Industrial': 0.05, 'Reservoirs': 0.02}",0.012517935
261,TSP - combined,[ 38.860669 -90.105851],"{'Industrial': 0.19, 'Reservoirs': 0.14, 'Mixed urban or built-up land': 0.15, 'Commercial and Services': 0.15, 'Residential': 0.17, 'Deciduous forest land': 0.16, 'Cropland and pasture': 0.04}",0.01212541
262,TSP - combined,[ 42.221442 -88.242207],"{'Other agricultural land': 0.05, 'Deciduous forest land': 0.13, 'Commercial and Services': 0.4, 'Residential': 0.28, 'Other urban or built-up land': 0.02, 'Cropland and pasture': 0.12}",0.012943887
263,TSP - combined,[ 42.238356 -88.324529],"{'Commercial and Services': 0.3584905660377358, 'Residential': 0.6320754716981132, 'Cropland and pasture': 0.009433962264150943}",0.000307833
264,TSP - combined,[ 40.483369 -89.004244],"{'Commercial and Services': 0.3, 'Residential': 0.51, 'Transportation, communications and services': 0.19}",0.013031431
265,TSP - combined,[ 40.009492 -89.850388],"{'Commercial and Services': 0.085, 'Residential': 0.4, 'Deciduous forest land': 0.015, 'Cropland and pasture': 0.5}",0.000154
266,TSP - combined,[ 38.44172  -90.200113],"{'Industrial': 0.012658227848101266, 'Reservoirs': 0.016877637130801686, 'Commercial and Services': 0.14345991561181434, 'Residential': 0.38396624472573837, 'Other urban or built-up land': 0.02109704641350211, 'Cropland and pasture': 0.4219409282700422}",0.010896552
267,TSP - combined,[ 38.330609 -90.159834],"{'Commercial and Services': 0.08860759493670886, 'Residential': 0.22784810126582278, 'Cropland and pasture': 0.6329113924050633, 'Mixed urban or built-up land': 0.05063291139240506}",0.012147058
268,TSP - combined,[ 40.697538 -89.586486],"{'Commercial and Services': 0.74, 'Residential': 0.2, 'Transportation, communications and services': 0.06}",0.011491454000000002
269,TSP - combined,[ 40.675594 -89.619543],"{'Commercial and Services': 0.22772277227722773, 'Residential': 0.7722772277227723}",0.011665574000000001
270,TSP - combined,[ 40.788926 -89.619264],"{'Commercial and Services': 0.95, 'Cropland and pasture': 0.05}",0.016217778
271,TSP - combined,[ 40.697816 -89.618155],"{'Commercial and Services': 0.46, 'Residential': 0.54}",0.017912592
272,TSP - combined,[ 41.115592 -89.368978],"{'Commercial and Services': 0.35, 'Residential': 0.35, 'Cropland and pasture': 0.3}",0.015118644
273,TSP - combined,[ 41.514478 -90.440409],"{'Commercial and Services': 0.185, 'Residential': 0.315, 'Transportation, communications and services': 0.5}",0.015224651
274,TSP - combined,[ 41.506701 -90.464854],"{'Residential': 0.5, 'Transportation, communications and services': 0.5}",0.011488426000000001
275,TSP - combined,[ 41.452255 -90.56708 ],"{'Commercial and Services': 0.29, 'Mixed urban or built-up land': 0.4, 'Cropland and pasture': 0.03, 'Reservoirs': 0.03, 'Residential': 0.25}",0.018534892
276,TSP - combined,[ 41.487256 -90.485689],"{'Commercial and Services': 0.15254237288135594, 'Residential': 0.423728813559322, 'Transportation, communications and services': 0.423728813559322}",0.011750603
277,TSP - combined,[ 41.5092   -90.580137],"{'Commercial and Services': 0.48, 'Residential': 0.5, 'Transportation, communications and services': 0.02}",0.013721459
278,TSP - combined,[ 41.504201 -90.513745],"{'Commercial and Services': 0.18, 'Residential': 0.82}",0.012862333
279,TSP - combined,[ 41.5092   -90.577359],"{'Commercial and Services': 0.6, 'Residential': 0.39, 'Transportation, communications and services': 0.01}",0.013458167000000002
280,TSP - combined,[ 38.512828 -89.984272],"{'Commercial and Services': 0.84, 'Residential': 0.16}",0.011689147000000002
281,TSP - combined,[ 38.612034 -90.160477],"{'Commercial and Services': 0.11650485436893204, 'Residential': 0.7669902912621359, 'Transportation, communications and services': 0.08737864077669903, 'Transitional areas': 0.02912621359223301}",0.014923913
282,TSP - combined,[ 38.57144 -90.16261],"{'Residential': 0.31, 'Other urban or built-up land': 0.11, 'Cropland and pasture': 0.08, 'Transportation, communications and services': 0.5}",0.012455738000000001
283,TSP - combined,[ 40.664482 -89.576487],"{'Commercial and Services': 0.05, 'Residential': 0.4, 'Industrial': 0.54, 'Transportation, communications and services': 0.01}",0.010201923
